nome,departamento,pagina_publica,Centro,lattes
JOAO FRANCISCO DA SILVA,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338096,CCJ,
LENILMA CRISTINA SENA DE FIGUEIREDO MEIRELLES,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3224286,CCJ,
MARCIO FLAVIO LINS DE ALBUQUERQUE E SOUTO,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1719570,CCJ,
MARCIO ROBERTO DE FREITAS EVANGELISTA,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337408,CCJ,
MARCOS AUGUSTO LYRA FERREIRA CAJU,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1030232,CCJ,
PAULO AMERICO MAIA DE VASCONCELOS FILHO,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338023,CCJ,
VITOR MANOEL MAGALHAES GRANADEIRO RIO,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338177,CCJ,
WALTER DE AGRA JUNIOR,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1638943,CCJ,
WERTON MAGALHAES COSTA,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1218422,CCJ,
ALCIDES LEITE DE AMORIM,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337972,CCJ,
ALESSANDRA CORREIA LIMA MACEDO FRANCA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2354732,CCJ,
ANA LUISA CELINO COUTINHO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1189964,CCJ,
ANNE AUGUSTA ALENCAR LEITE REINALDO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1917388,CCJ,
BELINDA PEREIRA DA CUNHA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1511318,CCJ,http://lattes.cnpq.br/0644239791863312
CARLOS PESSOA DE AQUINO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1117912,CCJ,
DUCIRAN VAN MARSEN FARENA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=154127,CCJ,http://lattes.cnpq.br/6016860215401190
EITEL SANTIAGO DE BRITO PEREIRA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337959,CCJ,
FREDYS ORLANDO SORTO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338184,CCJ,
GEILSON SALOMAO LEITE,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3142842,CCJ,
GLAUCO SALOMAO LEITE,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1981860,CCJ,
GUSTAVO BARBOSA DE MESQUITA BATISTA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1453013,CCJ,http://lattes.cnpq.br/6134381480600682
JOAO CLAUDIO CARNEIRO DE CARVALHO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2397011,CCJ,
JOAO EDUARDO CARDOSO LOURENCO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1650958,CCJ,
JOSE BAPTISTA DE MELLO NETO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1030004,CCJ,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4727549Y6
JOSE GUILHERME FERRAZ DA COSTA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1215500,CCJ,
LUCIANO MARIZ MAIA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337224,CCJ,
LUIS CARLOS DOS SANTOS LIMA SOBRINHO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2496660,CCJ,
LUIZA ROSA BARBOSA DE LIMA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1693783,CCJ,
MARCIA GLEBYANE MACIEL QUIRINO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1654922,CCJ,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4239714Y7
MARCILIO TOSCANO FRANCA FILHO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2205271,CCJ,http://lattes.cnpq.br/9944148580579344
MARTSUNG FORMIGA CAVALCANTE E RODOVALHO DE ALENCAR,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1560576,CCJ,
MELISSA GUSMAO RAMOS,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1806670,CCJ,
NADJA PALITOT DIOGENES PEREIRA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1031294,CCJ,
PIERRE ANDRADE BERTHOLET,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1051212,CCJ,
RENATO CESAR CARNEIRO,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1655769,CCJ,
ROBSON ANTAO DE MEDEIROS,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3210302,CCJ,
ROMULO RHEMO PALITOT BRAGA,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1640096,CCJ,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4739979D8
SERGIO JOSE VIEIRA LOPES,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1125645,CCJ,
SOLON HENRIQUES DE SA E BENEVIDES,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337314,CCJ,
SVEN PETERKE,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1552154,CCJ,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4257350Z1
TALDEN QUEIROZ FARIAS,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1771287,CCJ,http://lattes.cnpq.br/4382739797562529
AGANEIDE CASTILHO PALITOT,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1897058,CCM,http://lattes.cnpq.br/2484759541387485
AGRIPINO JOAQUIM DE MELO E SILVA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338085,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K2771532D3
ALEXANDRE ROLIM DA PAZ,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1438370,CCM,
ALVARO FERREIRA LIMA JUNIOR,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2356076,CCM,http://lattes.cnpq.br/1309264770228155
ARLINDO MONTEIRO DE CARVALHO JUNIOR,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1276605,CCM,http://lattes.cnpq.br/0384316594455386
CARLOS ROBERTO CARVALHO LEITE,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1465719,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4708213T4
CASSIO VIRGILIO CAVALCANTE DE OLIVEIRA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1688890,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4297902P2
ERICH CHRISTIANO MADRUGA DE MELO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3440916,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4774042P4
FELIPE TAVARES SENA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1785349,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4216466E1
FRANCISCO CHAVIER VIEIRA BANDEIRA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2285247,CCM,http://lattes.cnpq.br/1956058234401947
GILVANDRO LINS DE OLIVEIRA JUNIOR,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1191574,CCM,
GUALTER LISBOA RAMALHO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2226189,CCM,http://lattes.cnpq.br/7997119742213275
HAROLDO DE LUCENA BEZERRA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2134744,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4706941Y7
JANA LUIZA TOSCANO MENDES DE OLIVEIRA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1646126,CCM,
JOSE IRAN DE MEDEIROS LACERDA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3049775,CCM,
JOSE LUCAS DE CARVALHO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2117417,CCM,
KLECIUS LEITE FERNANDES,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2371130,CCM,
LEANDRO HENRIQUE DE MESQUITA TAVARES,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2221030,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4243348P6
LEONARDO FONTES SILVA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1705449,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4274081E1
MANOEL RICARDO SENA NOGUEIRA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1640407,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4266860E2
MARCIA ADRIANA DIAS MEIRELLES MOREIRA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=4185134,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4297316Y0
MARIA JOSE CLAUDINO DE PONTES,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338271,CCM,http://lattes.cnpq.br/1812680683634163
ORLANDO CAVALCANTI DE FARIAS FILHO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338346,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4763715J5
OTACILIO FIGUEIREDO DA SILVA JUNIOR,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1461554,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4727519Z6
PAULO ROBERTO DA SILVA LIMA,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3375706,CCM,http://lattes.cnpq.br/5880875674207467
PRISCILLA LOPES DA FONSECA ABRANTES SARMENTO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2110441,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4482988H5
RICARDO AZEVEDO PONTES DE CARVALHO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3133535,CCM,
RICARDO BARROS CARDOSO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1030414,CCM,http://lattes.cnpq.br/6351394168837718
ROBERTO SERGIO DA CUNHA ARAUJO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=6334218,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4363235D7
ROSALVO ZOSIMO BISPO JUNIOR,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1680081,CCM,http://lattes.cnpq.br/4207449885604610
SERGIO AUGUSTO PENAZZI JUNIOR,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1640465,CCM,
SERGIO DA CUNHA FALCAO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1151378,CCM,http://lattes.cnpq.br/2729083663978345
THIAGO HENRIQUE DE ARAUJO LINO,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1657246,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4447583Z7
WALTER MENDES DE OLIVEIRA JUNIOR,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1991347,CCM,
ZAILTON BEZERRA DE LIMA JUNIOR,CCM - DEPARTAMENTO DE CIRURGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1947867,CCM,http://lattes.cnpq.br/9717869725884014
AGOSTINHO HERMES DE MEDEIROS NETO,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1788462,CCM,http://lattes.cnpq.br/9822573119952135
ANA ISABEL VIEIRA FERNANDES,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3109539,CCM,http://lattes.cnpq.br/5306836860123179
CLARISSA BARROS MADRUGA,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3676911,CCM,http://lattes.cnpq.br/3347498072112278
DANIELLE MEDEIROS MARQUES,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3314779,CCM,http://lattes.cnpq.br/3402156278849393
ESTHER BASTOS PALITOT DE BRITO,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3145833,CCM,http://lattes.cnpq.br/1165198207530567
FRANCISCO BERNARDINO DA SILVA NETO,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3486506,CCM,http://lattes.cnpq.br/3293014601920970
GEORGIA FREIRE PAIVA WINKELER,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2296394,CCM,http://lattes.cnpq.br/8837118528482696
GERLANIA SIMPLICIO DE SOUSA,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2278181,CCM,http://lattes.cnpq.br/3303879292094838
JOANNE ELIZABETH FERRAZ DA COSTA,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2561614,CCM,http://lattes.cnpq.br/0663448167924204
MARIA ALENITA DE OLIVEIRA,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1438712,CCM,http://lattes.cnpq.br/5032396610133158
OTÁVIO SÉRGIO LOPES,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3409768,CCM,
SAMIR DE FIGUEIREDO AZOUZ,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1050381,CCM,
THIAGO LINS FAGUNDES DE SOUSA,"CCM - DEPARTAMENTO DE DOENÇAS INFECCIOSAS, PARASITÁRIAS E INFLAMATÓRIAS",https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1139620,CCM,
ALESSANDRA DE SOUSA BRAZ,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1916892,CCM,http://lattes.cnpq.br/1539226111310362
ALEX TIBURTINO MEIRA,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1210723,CCM,http://lattes.cnpq.br/0837297322506822
ALFREDO JOSE MINERVINO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2220702,CCM,
ANA LUIZA RABELO ROLIM,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2518883,CCM,http://lattes.cnpq.br/2540193013050555
ARISTIDES MEDEIROS LEITE,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1117789,CCM,http://lattes.cnpq.br/7896322300926070
ARNALDO CORREIA DE MEDEIROS,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337229,CCM,
CARLOS FERNANDO DE MELLO JUNIOR,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1217433,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4756408D2
CHRISTIAN DINIZ FERREIRA,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2347487,CCM,http://lattes.cnpq.br/8386699101750469
CRISTIANA MARQUES DE ARAUJO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1852662,CCM,http://lattes.cnpq.br/7754776555253743
DANIELLE CHRISTINNE SOARES DO EGYPTO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3279480,CCM,http://lattes.cnpq.br/3688014901822633
EDUARDO GOMES DE MELO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1854698,CCM,http://lattes.cnpq.br/9905736459671568
ELIAURIA ROSA MARTINS,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2962123,CCM,http://lattes.cnpq.br/2081429247469941
ESTACIO AMARO DA SILVA JUNIOR,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1603006,CCM,http://lattes.cnpq.br/3771304731332518
FATIMA ELIZABETH FONSECA DE OLIVEIRA NEGRI,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2117389,CCM,http://lattes.cnpq.br/9381316542285405
FELIPE GURGEL DE ARAUJO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1983989,CCM,https://wwws.cnpq.br/cvlattesweb/PKG_MENU.menu?f_cod=3E7E844B114CEB1F1B5AD43AA8E6B917#
FLAVIA CRISTINA FERNANDES PIMENTA,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338298,CCM,https://wwws.cnpq.br/cvlattesweb/PKG_MENU.menu?f_cod=FF9AC8CF8361E2CA08D5EF3CD477AAC7
GILKA PAIVA OLIVEIRA COSTA,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2146025,CCM,http://lattes.cnpq.br/1901567546099303
HEYDRICH LOPES VIRGULINO DE MEDEIROS,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1485841,CCM,
Ivanna Beserra Santos,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1673297,CCM,
JACICARLOS LIMA DE ALENCAR,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=5126535,CCM,http://lattes.cnpq.br/6111175408293655
JOSE EYMARD MORAES DE MEDEIROS FILHO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1449263,CCM,http://lattes.cnpq.br/1084482603410742
JOSE GIVALDO MELQUIADES DE MEDEIROS,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=566903,CCM,http://lattes.cnpq.br/1409052578771992
JOSE LUIS SIMOES MAROJA,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=334244,CCM,http://lattes.cnpq.br/9551249738488991
KEILLY GRANGEIRO WANDERLEY,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1218674,CCM,
LAIS ARAUJO DOS SANTOS VILAR,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3245880,CCM,
LAIS MEDEIROS SOUTO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3283740,CCM,https://wwws.cnpq.br/cvlattesweb/PKG_MENU.menu?f_cod=23043ECFAE8B0D90B576C1A1CA1B0265
LEINA YUKARI ETTO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1344933,CCM,http://lattes.cnpq.br/8931367968839194
LILIAN DEBORA PASCHOALIN MIGUEL,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1308424,CCM,http://lattes.cnpq.br/2174383285695597
LUIS FABIO BARBOSA BOTELHO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1802731,CCM,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4456643Y6
LUIZ VICTOR MAIA LOUREIRO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3160136,CCM,
MAISA FREIRE CARTAXO PIRES DE SA,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2295993,CCM,http://lattes.cnpq.br/3005745020893817
MANUELLA DE SOUSA TOLEDO MATIAS,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1971529,CCM,http://lattes.cnpq.br/7958665890991530
MARCELO DANTAS TAVARES DE MELO,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3089754,CCM,http://lattes.cnpq.br/3949877047228534
MARCO ANTONIO DE VIVO BARROS,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1051226,CCM,
MARCUS IVANOVITH FERNANDES,CCM - DEPARTAMENTO DE MEDICINA INTERNA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1680339,CCM,
